title_zh,itemIds
三保之锚舟,S2003.8.1117
三保滨望富士,S2003.8.2310
三保远眺富士,S2003.8.552
三保黄昏,S2003.8.556
三兔望月图,F1916.535
三兽角力纹织物镇,S2012.9.2182
三凤嵌花纹罐,F1907.367
三刀头凿,S2003.8.3833.10;S2003.8.3833.12;S2003.8.3833.13;S2003.8.3833.18
三分祭窄侧面刻纹拓片,FSC-R-460
三十三开书法册页,S1990.58
三十二相滑稽面相-新版,S2003.8.1375.1;S2003.8.1375.2;S2003.8.1375.3;S2003.8.1375.4;S2003.8.1375.5;S2003.8.1375.6;S2003.8.1375.7;S2003.8.1375.8
三十六歌仙图,F1970.22
三叉戟,S2012.9.1811;S2012.9.2443
三叶同心凸圆纹剑首,S2012.9.1398
三叶纹格纹凸雕六边形剑首,S1987.599
三叶网格纹剑首,S1987.663;S2012.9.1198;S2012.9.1311
三味线雕,S2003.8.3677
三品文官补子前饰片,2005.5.546.1
三品文官补子正背面,2005.5.247;2005.5.546
三品文官补子背片,2005.5.247.2;2005.5.546.2
三品武官补子正背面,2005.5.592
三品武官补子正面,2005.5.592.1
三品武官补子正面的右侧,2005.5.592.1.1
三品武官补子正面的左侧,2005.5.592.1.2
三品武官补子背面,2005.5.592.2
三围神社,S2003.8.1464
三圣像,F1909.262
三块白玉璧残片,FSC-G-49a-c
三块皮件上的缺损文本,F1908.38
三夕图.泽畔鹬,F1904.372
三多纹布巾,S2012.9.4084
三女神神龛,S1997.140a-g
三女阅歌舞伎役者番付,S2010.18.105
三学士亭中赋诗图,F1919.140
三宝寺池,S2003.8.732
三封科普特文书信,F1908.45.7a
三尊像之一：可能是观音菩萨,F1948.3
三尊者像,LTS1985.1.325.2
三尾鲤鱼,S2003.8.2063
三层神面纹琮,F1917.65a-d
三岔永代桥远景,S2003.8.1147
三岛手风格膳碗,F1906.30
三峰岳望富士,S2003.8.529
三幅刺绣羊毛挂帷,2005.5.433
三幅小肖像,S2003.8.2417
三张未辨识文本的莎草纸残片,F1908.39
三把伞,S2003.8.2174
三星图,F1916.587
三月：浮世绘美人,S2003.8.1084
三札,F1982.33
三枚埃及钱币,FSC-M-12a-c
三段式折叠三足架,F1947.1a-c
三清图：梅竹水仙,F1977.7
三片刺绣绿绸残片,2005.5.245
三狮与罗汉图,F1909.246h
三白羊图,F1917.339
三碑楷书集录,F1985.23
三竖系小罐,S2012.9.3667
三系拍印纹罐,S2012.9.3579
三系横耳罐,F1994.16
三系耳罐,F1965.14
三羊开泰,S1987.729
三羊首刻纹瓶,F1919.97
三节琮,F1917.366
三角卷云纹琵琶形带钩,S2012.9.2597
三角形珠子,S2012.9.63
三角形镶嵌牌,F1909.677;F1909.678
三角纹斧,S2012.9.605
三角钮饰爵,S2012.9.553
三足托盘,F1954.124
三足架,S2012.9.2461;S2012.9.4097
三足球形盒,S2012.9.3489a-b
三足盉,S2012.9.195
三足罐,F1917.13;S2012.9.4039
三足莲纹鼎式炉,F1961.12a-b
三足蟾头饰,S2012.9.4237
三足蟾蜍对幅,F1916.571e
三足蟾蜍形带钩,S2012.9.4508
三足釜模型,S2012.9.3626
三足镂空壁罐,S2012.9.3297
三足香炉,F1907.527a-b;F1910.5;F1951.20;F1987.12;F1991.70;F1991.77a-c;S2012.9.3255;S2012.9.3495;S2012.9.3589;S2012.9.3642;S2012.9.3835
三足鬲,S2012.9.205
三足鼎,F1984.13;FSC-M-51
三足鼎形灯,S2006.4
三连环,S2012.9.2227
三重县伊势神宫宇治桥,S2003.8.2513
三重绿,S2019.3.1661
三雀芭蕉图,S2003.8.1857;S2003.8.1858
三雀避雨图,S2003.8.1888
三骑猎者图,F1911.242
三鲑跃浪,S2003.8.1822
三鲤逐蝇,S2003.8.2099
三鸟纹井栏明器,S1992.83
三鸟纹明器井,S1992.83
三鼠一羽图,S2003.8.1841
上州川原温泉,S2003.8.937
上州星之温泉,S2003.8.812
上州泽渡,S2003.8.2325
上州高取堂,S2003.8.902
上师组合像之一,S2017.36.1;S2017.36.2;S2017.36.3;S2017.36.4;S2017.36.5;S2017.36.6;S2017.36.7a-b
上林温泉樱吹雪,S2003.8.450
上林苑皇家狩猎图,F1913.47;F1917.133
上野东照宫夜图,S2003.8.1149
上野东照宫积雪图,S2003.8.1148
上野东照宫雪霁,S2003.8.539;S2003.8.714
上野五条天神社,S2003.8.462
上野公园内景,S2003.8.1100
上野六角茶屋,S2003.8.1159
上野清水堂,S2003.8.2383
上野清水堂雪景,S2003.8.709
上野竹之台,S2003.8.1588
上野赏樱之景-第八,FSC-GR-156
下元水官图,F1917.185
下田柿崎辨天堂,S2003.8.872
下龙湾,S1995.3
不丹皇室明黄丝质朝服,2005.5.265
不倒翁,F1998.62
不动明王图,S1998.128
不完整碗,FSC-P-636
不忍池夜境,S2003.8.547
不忍池夜雨,S2003.8.459
不忍池辩天堂,S2003.8.1595
不忍池雨畔图,S2003.8.1104
不忍池雾夜,S2003.8.463
不明器型口唇残片,FSC-P-5477
不明器型平足残片,FSC-P-5475
不明器型底足与下腹壁残片,FSC-P-5332
不明器型底部与下腹壁残片,FSC-P-5338
不明器型底部残片,FSC-P-5474
不明器型残件,FSC-P-900;FSC-P-4551;FSC-P-5288;FSC-P-5289;FSC-P-5290;FSC-P-5297;FSC-P-5298;FSC-P-5299;FSC-P-5300;FSC-P-5301;FSC-P-5302;FSC-P-5303;FSC-P-5304;FSC-P-5305;FSC-P-5306;FSC-P-5307;FSC-P-5308;FSC-P-5309;FSC-P-5310;FSC-P-5311;FSC-P-5314;FSC-P-5315;FSC-P-5319;FSC-P-5320;FSC-P-5321;FSC-P-5324;FSC-P-5325;FSC-P-5326;FSC-P-5327;FSC-P-5329;FSC-P-5330;FSC-P-5331;FSC-P-5333;FSC-P-5334;FSC-P-5335;FSC-P-5336;FSC-P-5337;FSC-P-5339;FSC-P-5340;FSC-P-5341;FSC-P-5342;FSC-P-5343;FSC-P-5344;FSC-P-5345;FSC-P-5346;FSC-P-5347;FSC-P-5348;FSC-P-5349;FSC-P-5350;FSC-P-5351;FSC-P-5352;FSC-P-5353;FSC-P-5354;FSC-P-5355;FSC-P-5356;FSC-P-5357;FSC-P-5358;FSC-P-5360;FSC-P-5361;FSC-P-5362;FSC-P-5363;FSC-P-5364;FSC-P-5365;FSC-P-5366;FSC-P-5367;FSC-P-5369;FSC-P-5370;FSC-P-5371;FSC-P-5372;FSC-P-5373;FSC-P-5374;FSC-P-5375;FSC-P-5377;FSC-P-5378;FSC-P-5379;FSC-P-5380;FSC-P-5381;FSC-P-5383;FSC-P-5384;FSC-P-5385;FSC-P-5386;FSC-P-5388;FSC-P-5389;FSC-P-5390;FSC-P-5391;FSC-P-5392;FSC-P-5393;FSC-P-5394;FSC-P-5396;FSC-P-5397;FSC-P-5398;FSC-P-5399;FSC-P-5400;FSC-P-5401;FSC-P-5402;FSC-P-5403;FSC-P-5404;FSC-P-5405;FSC-P-5407;FSC-P-5408;FSC-P-5409;FSC-P-5410;FSC-P-5411;FSC-P-5413;FSC-P-5414;FSC-P-5415;FSC-P-5416;FSC-P-5417;FSC-P-5418;FSC-P-5419;FSC-P-5420;FSC-P-5421;FSC-P-5422;FSC-P-5423;FSC-P-5425;FSC-P-5426;FSC-P-5427;FSC-P-5428;FSC-P-5429;FSC-P-5430;FSC-P-5431;FSC-P-5432;FSC-P-5433;FSC-P-5441;FSC-P-5442;FSC-P-5446;FSC-P-5447;FSC-P-5450;FSC-P-5451;FSC-P-5457;FSC-P-5458;FSC-P-5459;FSC-P-5461;FSC-P-5462;FSC-P-5463;FSC-P-5464;FSC-P-5465;FSC-P-5466;FSC-P-5467;FSC-P-5468;FSC-P-5469;FSC-P-5471;FSC-P-5472;FSC-P-5473;FSC-P-5476;FSC-P-5478;FSC-P-5479
不明器型部分底足与下腹壁残片,FSC-P-5376
不明器形,FSC-P-247;FSC-P-254
不明器形残片,FSC-P-173;FSC-P-197
不明器物底足与圈足残片,FSC-P-287
不明器物底足与腹壁残片,FSC-P-283
不明器物腹壁与口沿残片,FSC-P-277;FSC-P-285;FSC-P-288
不明器物腹壁残片,FSC-P-276;FSC-P-278;FSC-P-279;FSC-P-281;FSC-P-282;FSC-P-284;FSC-P-286;FSC-P-289
不明室内场景,S2021.1.52
不空成就佛,S2012.3
与和平使者李罗渉谈判,S2003.8.1374
与嬉戏京巴犬相伴的女子,S2003.8.72
与盆景自拍,S2003.8.3671
丛竹,F1911.166e
东乡少尉威海卫近郊道路侦察,S2003.8.52a-c
东京上野公园第二届工业博览会,S1999.93a-c
东京两国百本杭晓之图,S2003.8.1318
东京两国百本杭晓景图,S2003.8.1172;S2003.8.1173
东京十二景-日本桥,S2003.8.236;S2019.3.788
东京十二景-柳桥,S2003.8.237
东京十二景-芝浦,S2003.8.235
东京十二景-赤坂,S2003.8.234
东京十二景.井之头残雪,S2003.8.592
东京十二景.品川冲,S2003.8.595
东京十二景.夜之新川,S2003.8.577
东京十二景.大根河岸,S2003.8.584
东京十二景.山王梅雨,S2003.8.575
东京十二景.户山原,S2003.8.587
东京十二景.木场夕暮,S2003.8.585
东京十二景.深川上之桥,S2003.8.593;S2003.8.594
东京十二景.雪埋寺岛村,S2003.8.586
东京十二景.雪覆白须,S2003.8.596
东京十二景.驹形河岸,S2003.8.576
东京十二月.三十间堀夜雪,S2003.8.607
东京十二月.月岛渡船场,S2003.8.611
东京十二月.芝公园春雨,S2003.8.610
东京十二月.谷中夕照,S2003.8.608
东京十二月.麻布二之桥午后,S2003.8.609
东京南郊八景之马込,S2003.8.2340
东京名所图会系列.大桥晚凉,S2003.8.2370
东京大丸百货店,S2003.8.2502
东京小大卖日氷船夜景,S2003.8.1379
东京新大桥雨中景,S2003.8.1102
东京新桥站,S2003.8.101;S2003.8.148
东京杂司谷日莲上人法会,S2003.8.474
东京桥场渡黄昏景,S2003.8.1128
东京江户桥景,S2003.8.1273
东京浅草寺大灯笼,S2003.8.472
东京湾上空的气球,S2003.8.143
东京神社,S2003.8.66
东京银座黄昏,S2003.8.473
东京高轮海岸火车,S2003.8.3666
东北名案,S2003.8.1302
东北式芦苇笔四支,FSC-X-9a-d
东周至汉式带钩,S2012.9.2137
东周至汉战国式龙凤琵琶形衣钩,S2012.9.2316
东天红,S2003.8.2428
东安窑类型碗,F1896.90
东山积雪,S2003.8.1445
东方习俗,S2003.8.3711
东方朔,S2012.9.4510
东方朔偷桃图,F1916.174
东方风俗,S2003.8.3710
东正教圣诗集,F1937.13
东海道风景选辑.三保松原,S2003.8.747
东海道风景选辑.品川,S2003.8.745
东海道风景选辑.安倍川暮色,S2003.8.784
东海道风景选辑.泉岳寺,S2003.8.744
东海道风景选辑.滨名湖,S2003.8.759
东海道风景选辑.相州前川雨景,S2003.8.783
东海道风景选辑.远州新居町,S2003.8.748;S2003.8.749
东海道风景选辑.鸣海瑞泉寺,S2003.8.785
东湖琴桥,2004.19.5
东溪窑茶酒盏托,F1898.133
东王公西王母车马人物圆镜,S2012.9.1685
东都景物图,F1959.8
丝毛地毯,F1908.249
丝织锦缎-三幅宽,F1915.291
丝织锦缎-佛教僧袍：袈裟,F1915.267
丝织锦缎-凤凰与牡丹,F1915.297
丝织锦缎-和服腰带,F1915.299;F1915.300;F1915.301
丝织锦缎-垫状圆角,F1915.295
丝织锦缎-未缝合的和服腰带,F1915.298;F1915.304
丝织锦缎-祭坛布,F1915.270;F1916.678
丝织锦缎-长方形挂饰,F1915.290
丝织锦缎条,F1915.275
丝绒匹料,2005.5.496
丝绒椅套,2005.5.498
丝绒残片饰布,2005.5.450
丝绒织锦,F1903.289
丝绸之路自画像,S2019.3.1564
丝绸提花面料残片,2005.5.43
丝绸残片,2005.5.536.1;2005.5.536.2
丝绸礼服,F1893.77
丝绸锦缎挂饰,2005.5.223
丝绸锦缎残片镶板,2005.5.217
丝质缂织挂饰,2005.5.221;2005.5.413;2005.5.418;2005.5.522;2015.8.1;2015.8.2;2015.8.3
丝质缂织残片镶板,2005.5.216;2005.5.230.1;2005.5.230.2;2005.5.230.3;2005.5.230.4
丝质锦缎佛教僧人袈裟带,F1916.686L;F1916.686h;F1916.686i;F1916.686m;F1916.686n;F1916.686o
丝质锦缎拼缀佛教僧袍,F1916.659;F1916.660;F1916.661;F1916.663;F1916.664;F1916.666;F1916.667;F1916.668;F1916.669;F1916.671;F1916.672;F1916.673;F1916.676;F1916.677;F1916.679;F1916.681
丝质锦缎挂幅,F1916.646
丝质锦缎长料,F1916.685;F1916.686a
丝质锦缎长方形拼缀条,F1916.686k
丝质锦缎长条：袈裟,F1916.656
丝质锦缎佛教僧人袈裟带,F1916.650
两件刺绣丝绸挂饰,2005.5.147
两件刺绣丝绸袖带,2005.5.379
两件刺绣米色丝绸袖带,2005.5.382;2005.5.385;2005.5.441
两件刺绣蓝色丝绸袖带,2005.5.381;2005.5.383;2005.5.384
两件器物的底足,FSC-P-4278.1-2
两件瓦当拓片,FSC-R-161;FSC-R-163a-b
两件红地丝绒挂帐,2005.5.145
两件红蓝丝绒椅披,2005.5.410
两件绣花丝绸椅套,2005.5.639
两件装刺绣米色丝绸床幔,2005.5.402.1
两件装饰性残片,FSC-O-45a-b
两件雕木残件,FSC-W-34a-b
两份法律文书,F1908.45.11a
两位旅人,S2003.8.1494
两僧众集会图,LTS1985.1.325.5
两只金刚鹦鹉,S2003.8.2071
两周青铜器铭文二则,F1997.56
两国大火.浅草桥,S2003.8.1226
两国桥月夜,S2003.8.2412
两国桥月色,S2003.8.3829
两国火灾废墟,S2003.8.1223
两国烟火,S2003.8.1000
两国花火之图,S2003.8.1194;S2003.8.1195
两块几何纹饰区域拓片,FSC-R-191
两对米色绣花丝绸袖带,2005.5.512
两幅刺绣蓝色绸缎幅,2005.5.286
两幅缂丝面板,2005.5.391
两幅蓝色绸缎锦缎,2005.5.278
两张铜镜拓片,FSC-R-100;FSC-R-101a-b;FSC-R-102a-b;FSC-R-103a-b;FSC-R-105a-b;FSC-R-106a-b;FSC-R-108a-b;FSC-R-110a-b;FSC-R-115a-b;FSC-R-116a-b;FSC-R-117a-b;FSC-R-118a-b;FSC-R-119a-b;FSC-R-120a-b;FSC-R-121a-b;FSC-R-122a-b;FSC-R-133a-b;FSC-R-134a-b;FSC-R-135a-b;FSC-R-136a-b;FSC-R-137a-b;FSC-R-138a-b;FSC-R-139a-b
两情相悦,S2003.8.2439
两方钤印,FSC-R-454
两条刺绣黄色绸缎袖带,2005.5.288;2005.5.380
两枚光滑鹅卵石,FSC-S-86a-b
两枚印章印记,FSC-R-156
两片丝绸残片,2005.5.536
两片女裙残片改制的蓝色丝绸镶片,2005.5.42
两片熔连的碗壁,FSC-P-4316
两片绣花丝绸残片,2005.5.533;2005.5.534
两片缂丝饰片,2005.5.537
两片莎草纸残件,F1908.45.8
两片蓝色绣花丝绸残片,2005.5.503
两界曼荼罗,F1966.4;F1966.5
严岛之雪,S2003.8.769
严岛暴风雪,S2003.8.527
严岛鹿影成双,S2003.8.1805
丧葬侍从像,S1996.37
丧葬罐盖,FSC-P-2114
丧葬贮器,F1903.233;F1906.249;F1906.250
丧葬面具眼部覆面,S1987.508-509
中之岛,S2003.8.1634
中亚人像,S2012.9.3054
中亚旅华逝者石棺床两件石板拓片,FSC-R-346a-b
中亚牧马图,F1992.40
中华服饰图册册页,2004.19.2.1;2004.19.2.2;2004.19.2.3;2004.19.2.4;2004.19.2.5;2004.19.2.6;2004.19.2.7;2004.19.2.8;2004.19.2.9;2004.19.2.10;2004.19.2.11;2004.19.2.12;2004.19.2.13;2004.19.2.14;2004.19.2.15;2004.19.2.16;2004.19.2.17;2004.19.2.18;2004.19.2.19;2004.19.2.20;2004.19.2.21;2004.19.2.22;2004.19.2.23;2004.19.2.24;2004.19.2.25;2004.19.2.26;2004.19.2.27;2004.19.2.28;2004.19.2.29;2004.19.2.30;2004.19.2.31;2004.19.2.32;2004.19.2.33;2004.19.2.34;2004.19.2.35;2004.19.2.36;2004.19.2.37;2004.19.2.38;2004.19.2.39;2004.19.2.40;2004.19.2.41;2004.19.2.42;2004.19.2.43;2004.19.2.44;2004.19.2.45;2004.19.2.46;2004.19.2.47;2004.19.2.48
中国乡村景致,S2003.8.2134
中国佬的惊吓,S2003.8.1278
中国商贾图,F1910.22a-b
中国土特产,S2003.8.1279
中国士兵的冷笑话,S2003.8.1284
中国学者曾参像,F2007.11
中国学者颜回像,F2007.10a-e
中国宫廷玻璃珠项链,F2022.3.1
中国山水,S2003.8.2132;S2003.8.2133;S2003.8.2135;S2003.8.2137
中国新造机器的威胁,S2003.8.1289
中国汉式镜钮,FSC-B-491
中国泥板,FSC-X-23
中国海滨村落,S2003.8.2136
中国满族官员,S2003.8.1061
中国珠子三十二颗,FSC-X-24a-ff
中国瓷风格碗,F1906.31
中国石雕舞蹈人物首,F1944.2
中国紫藤桥,S2003.8.1066
中国茶罐展示圆盘,F1986.16a-c
中国铜钱,FSC-B-97a-j
中国锡箔残片,FSC-X-20
中国镜钮,FSC-B-492
中国青花釉器残片,FSC-P-2540
中国青花釉碗残片,FSC-P-2539
中国青铜剑饰,FSC-B-119
中国青铜复制品,FSC-B-109
中国青铜挂饰,FSC-B-118
中国风景图,F2020.5.55a-c
中孔珠,F1909.1003
中山出遊圖,F1938.4
中式纹饰侍餐碗,FSC-L-30a-c
中式羊毛立柱毯,2010.21.2
中心带小孔的完全平坦残片,FSC-P-648
中心花卉纹及蟠龙纹边框的嵌板,F1917.417
中日战争一幕,S2003.8.57;S2003.8.1484
中日战争场景,S2003.8.1364;S2003.8.1365;S2003.8.1481
中日战争场景五十六图版画集,S2003.8.3758
中村芝翫饰盗贼忠信利平,S2003.8.3
中村芝翫饰赤星十三郎,S2003.8.4
中村雀右卫门饰《阿七》,S2003.8.1571
中村雁治郎饰演藤十郎,S2003.8.1566
中村魁夏饰演《宵越心中》-阿轻,S2003.8.1560
中禅寺湖之秋,S2003.8.779
中禅寺湖歌滨,S2003.8.756
中途岛的白玄鸥,S2018.2.319
中野町之千岁,S2003.8.1573
中阴文武百尊唐卡,S2017.58
串珠,F1914.133a-c
串珠饰件,FSC-G-50
串饰组,S2012.9.2936.1-8
临摹原作,S2003.8.159
临杨凝式《神仙起居法》,F1981.6
临水悬崖：亭台与苍松,F1909.246i
临水楼阁观岛图,F1914.59f
临水鹤影,S2003.8.2013
临江蟠松,S1987.248
临王羲之行书作品,F1982.3
临王蒙山水,2004.19.22;2004.19.24
临米芾书札,F1982.5
临颜真卿楷书《告身帖》,F1982.4
临黄道周尺牘,F1998.38.1-2
丸之内,S2003.8.1596
丸凿,S2003.8.3833.1;S2003.8.3833.2;S2003.8.3833.3;S2003.8.3833.4;S2003.8.3833.5;S2003.8.3833.6;S2003.8.3833.7
丸髻女子,S2003.8.290
丹.莉拉：过路费之求,S1992.39
丹凤栖梧双鹤伴,F1916.91
丹台长春图,F1980.136c
丹特什瓦丽骑象像,S1990.4a-c
为王世宏作山水册,F2001.4a-s
为邱元武作山水,F1980.108
主仆肖像,F1918.9
丽人驰马图,S1991.46
久松剧场场景,S2003.8.141
久松町望见大火,S2003.8.1225
久松町望见火灾,S2003.8.1224
义经与弁庆,S2003.8.1772
乌代布尔,S2003.8.32;S2003.8.37
乌栋,S1995.26
乌贼,S2003.8.2129
乌贼与生姜,S2003.8.3684
乌鸦与樱花,S2003.8.182
乌龟拔河,S2003.8.2180
乐伎双姝,F1915.18
乐伎纹墓罐,F1916.230a-c
乐屋,S2003.8.317
乐师俑,S2012.9.3122;S2012.9.3248;S2012.9.3723;S2012.9.3900
乐舞图,S2010.18.109
乔姆索姆步道,S1995.87;S1995.88
乔达摩佛陀坐像碑,F1909.291;F1909.292
乘宫廷马车赏樱的贵族妇人,FSC-GR-10;FSC-GR-11;FSC-GR-12
九件刺绣丝缎扇套组,2005.5.88
九件套饰件,S2012.9.2590.1-9
九品文官补子正背面,2005.5.587;2005.5.588
九品文官补子正面,2005.5.586;2005.5.587.1;2005.5.588.1;2005.5.589
九品文官补子正面的右侧,2005.5.587.1.1;2005.5.588.1.1;2005.5.589.1
九品文官补子正面的左侧,2005.5.587.1.2;2005.5.588.1.2;2005.5.589.2
九品文官补子背面,2005.5.587.2;2005.5.588.2
九头观音菩萨像,FSC-S-27
九成宫图,F1915.56
九扇科罗曼德尔屏风,F1913.148a-b
九段坂五月初夏夜,S2003.8.1106
九节神人兽面纹玉琮,S1987.468
九诗文刻石,F1980.59a-c
九谷烧蔬菜纹盘,S1993.11
九鹭图与翠柳,F1916.30
九龙图,F1919.173
习作册残本：雪中褐鹅,S2003.8.3805
习作册：《弘前西胜院雪中塔》,S2003.8.3776.1-51
习作册：卧兔与龟,S2003.8.3760
习作册：双金鱼,S2003.8.3791
习作册：双鸽与三小鸟,S2003.8.3761
习作册：夜雨白鹭,S2003.8.3788
习作册：杨柳人家.月夜水畔景,S2003.8.3773
习作册：枝头雄鹰,S2003.8.3769
习作册：灯火夜泊帆船图,S2003.8.3774;S2003.8.3775
习作册：眠猪,S2003.8.3785;S2003.8.3786
习作册：礁岩岬角前的双帆船,S2003.8.3772
习作册：雄鸡与母鸡,S2003.8.3780;S2003.8.3781;S2003.8.3782
习作册：雪中熊,S2003.8.3783;S2003.8.3784
习作册：雪中褐鹅,S2003.8.3762;S2003.8.3763;S2003.8.3764;S2003.8.3765;S2003.8.3766
习作册：雪雁图,S2003.8.3787
乡村假日,S2000.28
书写女子,S2003.8.1488
书家诗人感怀,F1998.167.1-4
书法作品,FSC-MS-27;S2012.9.4685
书法册页,S1991.145;S1991.147
书法对开页,F1939.50b
书法对联,FSC-MS-26a-b
书法残页,F1939.49b
书画合册,F1998.54.1-15
书籍内页,FSC-GR-779.100
书籍内页：八桥,FSC-GR-779.101
书籍内页：公卿与牛车,FSC-GR-779.59
书籍内页：川崎与天保山,FSC-GR-779.102
书籍内页：滝之川与隐岐焚火之森,FSC-GR-779.105
书籍内页：百足山与二见浦,FSC-GR-779.103
书籍双页：《混浊国夺三郡图》,FSC-GR-779.70a-b
书籍封皮,S1986.44.2
书籍封面残件,F1908.42
书籍插图：花魁,FSC-GR-779.8
书籍装帧,F1945.15
书籍饰板《尧典》,S1992.77.2;S1992.77.3;S1992.77.4;S1992.77.5;S1992.77.6;S1992.77.7;S1992.77.8;S1992.77.9;S1992.77.10;S1992.77.11;S1992.77.12;S1992.77.13
乱石湍流野凫图,F1916.134
乳钉纹璧,F1917.50
乳香滴珠,S2013.2.383
乾山风格住吉社图香合,F1901.115a-b
乾山风格冬景火钵瓦,F1901.194
乾山风格山居图案桌屏,F1897.20
乾山风格山居图茶碗,F1896.97
乾山风格山茶花纹火入,F1901.160
